"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","kingdom","phylum","class","order"
"EC:6.3.5.3","EC:6.3.5.3",18,0,0.0556956551843453,0,0.033069564719382,"M8","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Carbon--nitrogen ligases with glutamine as amido-N-donor.","o__EC:6.3.5.3"
"EC:5.3.3.2","EC:5.3.3.2",1,0,1.07567525655453,0,0.0330479580968288,"M68","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Transposing C=C bonds.","o__EC:5.3.3.2"
"EC:4.1.1.49","EC:4.1.1.49",0,0,NA,0,0.0329026340798891,"M564","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.49"
"EC:3.4.15.5","EC:3.4.15.5",1,0,1.10750941285174,0,0.0327384192934598,"M55","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Peptidyl-dipeptidases.","o__EC:3.4.15.5"
"EC:2.1.1.10","EC:2.1.1.10",0,0,NA,0,0.0326497457022572,"M565","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.10"
"EC:1.4.7.1","EC:1.4.7.1",0,0,NA,0,0.0324124150562745,"M566","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.4.7.1"
"EC:3.5.99.2","EC:3.5.99.2",0,0,NA,0,0.0323143347626531,"M567","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In other compounds.","o__EC:3.5.99.2"
"EC:5.3.2.6","EC:5.3.2.6",1,0,1.10854440221147,0,0.0320969113440553,"M54","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting keto- and enol-groups.","o__EC:5.3.2.6"
"EC:4.1.3.25","EC:4.1.3.25",1,0,1.0243100330421,0,0.0320616127247474,"M88","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.25"
"EC:3.2.2.9","EC:3.2.2.9",0,0,NA,0,0.0320234682291161,"M568","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.9"
"EC:1.2.1.10","EC:1.2.1.10",0,0,NA,0,0.0319511966359044,"M569","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.10"
"EC:2.8.3.6","EC:2.8.3.6",3,84,0.00603042092042061,0,0.0319097211150463,"M4","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.6"
"EC:3.5.2.2","EC:3.5.2.2",1,0,1.11087045516264,1.93385000977253e-18,0.0318081990334348,"M45","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.2"
"EC:1.14.99.50","EC:1.14.99.50",5,4,0.214044493698223,0,0.0316608654218099,"M17","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__Miscellaneous.","o__EC:1.14.99.50"
"EC:2.7.7.70","EC:2.7.7.70",3,0,0.00415428005339938,0,0.0315944926498047,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.70"
"EC:2.7.1.167","EC:2.7.1.167",3,0,0.00415428005339938,0,0.0315944926498047,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.167"
"EC:3.5.3.6","EC:3.5.3.6",0,0,NA,0,0.0314229355251993,"M570","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.6"
"EC:1.1.1.36","EC:1.1.1.36",2,0,0.00318886341277416,0,0.0312177868453343,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.36"
"EC:2.5.1.68","EC:2.5.1.68",8,436,0.00921833723964125,0,0.0312100784557093,"M4","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.68"
"EC:1.1.5.2","EC:1.1.5.2",0,0,NA,0,0.0312066451386643,"M571","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With a quinone or similar compound as acceptor.","o__EC:1.1.5.2"
"EC:3.2.1.55","EC:3.2.1.55",0,0,NA,0,0.0310815610148105,"M572","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.55"
"EC:3.1.31.1","EC:3.1.31.1",0,0,NA,0,0.0310147558014496,"M573","k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters.","o__EC:3.1.31.1"
"EC:3.5.1.53","EC:3.5.1.53",0,0,NA,0,0.0308786855537532,"M574","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.53"
"EC:3.1.4.55","EC:3.1.4.55",2,0,0.00412223773494901,0,0.0307132614671735,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric diester hydrolases.","o__EC:3.1.4.55"
"EC:2.7.1.170","EC:2.7.1.170",9,475,0.00508837320713912,0,0.0307046941856164,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.170"
"EC:3.5.1.44","EC:3.5.1.44",0,0,NA,0,0.0305866540403794,"M575","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.44"
"EC:4.1.3.24","EC:4.1.3.24",1,0,1.0243100330421,1.93385000977253e-18,0.0303759756672435,"M88","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.24"
"EC:1.14.12.17","EC:1.14.12.17",0,0,NA,0,0.03036453084811,"M576","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor.","o__EC:1.14.12.17"
"EC:1.4.1.9","EC:1.4.1.9",0,0,NA,0,0.0303615923033041,"M577","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.9"
"EC:2.6.1.21","EC:2.6.1.21",0,0,NA,0,0.0303151359448538,"M578","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.21"
"EC:1.1.1.306","EC:1.1.1.306",4,0,0.00756448380234718,0,0.0302130538627297,"M4","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.306"
"EC:4.1.1.73","EC:4.1.1.73",2,0,0.5,0,0.0301870656623054,"M41","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.73"
"EC:1.1.1.83","EC:1.1.1.83",2,0,0.5,0,0.0301870656623054,"M41","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.83"
"EC:1.1.1.93","EC:1.1.1.93",2,0,0.5,0,0.0301870656623054,"M41","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.93"
"EC:1.1.2.8","EC:1.1.2.8",0,0,NA,0,0.0301866134517381,"M579","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With a cytochrome as acceptor.","o__EC:1.1.2.8"
"EC:4.1.1.7","EC:4.1.1.7",1,0,0.120080678806916,1.93385000977253e-18,0.0301275869759658,"M17","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.7"
"EC:1.2.7.8","EC:1.2.7.8",0,0,NA,0,0.0300438795299483,"M580","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.8"
"EC:6.1.1.7","EC:6.1.1.7",79,0,0.0128476162107704,0.996189782219996,0.0300251161963842,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.7"
"EC:1.3.3.3","EC:1.3.3.3",13,658,0.00503467495562761,0,0.029964866984163,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With oxygen as acceptor.","o__EC:1.3.3.3"
"EC:3.8.1.5","EC:3.8.1.5",0,0,NA,0,0.0298469898035674,"M581","k__Hydrolases.","p__Acting on halide bonds.","c__In C-halide compounds.","o__EC:3.8.1.5"
"EC:4.1.1.19","EC:4.1.1.19",16,365,0.00541553926918654,0,0.0298058927781485,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.19"
"EC:3.5.3.12","EC:3.5.3.12",0,0,NA,0,0.0293169389975663,"M582","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amidines.","o__EC:3.5.3.12"
"EC:6.1.1.19","EC:6.1.1.19",79,0,0.0128325828641796,0.997344399487122,0.0292673139686197,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.19"
"EC:2.1.2.5","EC:2.1.2.5",1,0,1.10565257058745,1.93385000977253e-18,0.0290510055070399,"M58","k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.5"
"EC:1.20.4.3","EC:1.20.4.3",6,50,0.00805197118965603,0,0.0289924713003144,"M4","k__Oxidoreductases.","p__Acting on phosphorus or arsenic in donors.","c__With disulfide as acceptor.","o__EC:1.20.4.3"
"EC:3.1.3.27","EC:3.1.3.27",0,0,NA,0,0.0289332718777193,"M583","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.27"
"EC:2.7.1.144","EC:2.7.1.144",4,0,0.178824535440139,0,0.0287295798390257,"M17","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.144"
"EC:6.1.1.2","EC:6.1.1.2",79,0,0.0128251811745257,0.997913294398973,0.0287294279959005,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.2"
"EC:2.1.1.17","EC:2.1.1.17",1,0,1,0,0.0286384975083022,"M48","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.17"
"EC:2.1.1.71","EC:2.1.1.71",1,0,1,1.93385000977253e-18,0.0286384975083022,"M48","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.71"
"EC:2.7.1.20","EC:2.7.1.20",0,0,NA,0,0.028484546585989,"M584","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.20"
"EC:5.4.99.5","EC:5.4.99.5",79,0,0.0128442675937233,0.996448843299657,0.0284520462445395,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Transferring other groups.","o__EC:5.4.99.5"
"EC:3.2.1.8","EC:3.2.1.8",2,3,0.181756719145397,0,0.0284390181621742,"M21","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.8"
"EC:3.6.3.28","EC:3.6.3.28",0,0,NA,0,0.0284289169294829,"M585","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.28"
"EC:5.1.1.13","EC:5.1.1.13",0,0,NA,0,0.028398991911762,"M586","k__Isomerases.","p__Racemases and epimerases.","c__Acting on amino acids and derivatives.","o__EC:5.1.1.13"
"EC:1.14.19.3","EC:1.14.19.3",3,8,0.0060677789650635,0,0.0283777588279532,"M4","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.","o__EC:1.14.19.3"
"EC:3.5.1.103","EC:3.5.1.103",0,0,NA,0,0.0283454961389272,"M587","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.103"
"EC:4.2.99.20","EC:4.2.99.20",0,0,NA,0,0.0283445891908567,"M588","k__Lyases.","p__Carbon-oxygen lyases.","c__Other carbon-oxygen lyases.","o__EC:4.2.99.20"
"EC:1.10.3.12","EC:1.10.3.12",38,0,0.0133563691285312,0,0.028233667935743,"M3","k__Oxidoreductases.","p__Acting on diphenols and related substances as donors.","c__With oxygen as acceptor.","o__EC:1.10.3.12"
"EC:1.14.13.83","EC:1.14.13.83",0,0,NA,0,0.0282143580688609,"M589","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.13.83"
"EC:2.7.7.33","EC:2.7.7.33",1,0,1.05067272067651,0,0.028042487888757,"M77","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.33"
"EC:4.2.1.44","EC:4.2.1.44",5,0,0.00633113534493345,0,0.0280240008048998,"M4","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.44"
"EC:1.14.13.2","EC:1.14.13.2",4,131,0.00663347510068739,0,0.0279283600919853,"M4","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.13.2"
"EC:2.6.1.44","EC:2.6.1.44",2,0,0.501835584673099,0,0.0278847298234083,"M42","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.44"
"EC:2.1.1.166","EC:2.1.1.166",11,175,0.00426982120637263,0,0.0277782691659313,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.166"
"EC:1.8.5.2","EC:1.8.5.2",0,0,NA,0,0.0276556343660318,"M590","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a quinone or similar compound as acceptor.","o__EC:1.8.5.2"
"EC:6.1.1.3","EC:6.1.1.3",79,0,0.0128043924859846,0.999516261481754,0.0275846924336105,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.3"
"EC:6.3.5.5","EC:6.3.5.5",18,0,0.0557240534823997,0,0.0275108237350373,"M8","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Carbon--nitrogen ligases with glutamine as amido-N-donor.","o__EC:6.3.5.5"
"EC:6.3.2.5","EC:6.3.2.5",79,0,0.0128208247698178,0.998250024308192,0.0274021462592368,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.5"
"EC:2.3.1.82","EC:2.3.1.82",0,0,NA,0,0.0273885443662411,"M591","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.82"
"EC:6.1.1.15","EC:6.1.1.15",79,0,0.0128109530434803,0.999010939690624,0.0272480919491908,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.15"
"EC:6.3.2.10","EC:6.3.2.10",79,0,0.0128260203994193,0.997851461095208,0.0272232659432425,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.10"
"EC:2.6.1.45","EC:2.6.1.45",2,0,0.50091611073772,7.7354000390901e-18,0.0271521993496764,"M42","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.45"
"EC:2.6.1.51","EC:2.6.1.51",2,0,0.50091611073772,0,0.0271521993496764,"M42","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.51"
"EC:2.7.1.72","EC:2.7.1.72",0,0,NA,0,0.0271278053549898,"M592","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.72"
"EC:6.3.2.6","EC:6.3.2.6",79,0,0.0128293567750705,0.997592466117374,0.0271138682115025,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.6"
"EC:5.1.3.32","EC:5.1.3.32",0,0,NA,0,0.027087819523747,"M593","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.32"
"EC:6.1.1.9","EC:6.1.1.9",79,0,0.0128109355815524,0.999012985937879,0.0270054455169421,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.9"
"EC:6.3.2.13","EC:6.3.2.13",79,0,0.0128103183654718,0.999061135436883,0.0269870892499155,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.13"
"EC:6.3.4.4","EC:6.3.4.4",79,0,0.0128072285968355,0.999298210428334,0.026953964323635,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.4"
"EC:6.1.1.5","EC:6.1.1.5",79,0,0.0128049358028021,0.99947594855802,0.0269482069485288,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.5"
"EC:2.7.1.168","EC:2.7.1.168",1,0,1.10565257058745,0,0.0269347246377587,"M58","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.168"
"EC:6.1.1.10","EC:6.1.1.10",79,0,0.0128032799684669,0.99960434509202,0.0269317094753816,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.10"
"EC:6.1.1.16","EC:6.1.1.16",79,0,0.0128138944946101,0.998784339891527,0.0269308951234103,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.16"
"EC:6.3.2.8","EC:6.3.2.8",79,0,0.0128103201201227,0.999059971629817,0.0268994902688973,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.8"
"EC:6.1.1.21","EC:6.1.1.21",79,0,0.0128048799326302,0.999481000477057,0.0268868725222714,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.21"
"EC:6.1.1.1","EC:6.1.1.1",79,0,0.0128080242800516,0.999238065179376,0.0268834232289564,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.1"
"EC:1.3.3.6","EC:1.3.3.6",11,140,0.0090726623122008,0,0.026803038575143,"M4","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With oxygen as acceptor.","o__EC:1.3.3.6"
"EC:1.11.1.10","EC:1.11.1.10",0,0,NA,0,0.0267226699335181,"M594","k__Oxidoreductases.","p__Acting on a peroxide as acceptor.","c__Peroxidases.","o__EC:1.11.1.10"
"EC:3.5.4.12","EC:3.5.4.12",0,0,NA,0,0.0267182026909499,"M595","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.12"
"EC:2.1.1.172","EC:2.1.1.172",1,0,0.218038854807984,0,0.0266538381659823,"M27","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.172"
"EC:6.3.2.12","EC:6.3.2.12",79,0,0.0128004933948431,0.999819885928276,0.0266135376109266,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.12"
"EC:6.3.2.17","EC:6.3.2.17",79,0,0.0128004933948431,0.999819885928276,0.0266135376109266,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.17"
"EC:6.1.1.11","EC:6.1.1.11",79,0,0.0127987334659644,0.999955695117254,0.0265582498951212,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.11"
"EC:6.3.4.5","EC:6.3.4.5",79,0,0.0128023855547416,0.999673687772259,0.0265455891674015,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.5"
"EC:6.1.1.12","EC:6.1.1.12",79,0,0.0127982746942117,0.99999106940841,0.0264938772258222,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.12"
"EC:6.3.4.15","EC:6.3.4.15",79,0,0.0127996700595923,0.999883671622471,0.0264641533178307,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.15"
"EC:4.3.99.3","EC:4.3.99.3",0,0,NA,0,0.0264638826449125,"M596","k__Lyases.","p__Carbon-nitrogen lyases.","c__Other carbon-nitrogen lyases.","o__EC:4.3.99.3"
"EC:6.3.4.2","EC:6.3.4.2",79,0,0.0128009453371654,0.999784869140207,0.0264467889262707,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.2"
"EC:6.1.1.4","EC:6.1.1.4",79,0,0.0127990660440196,0.999930172628504,0.0264381480892481,"M1","k__Ligases.","p__Forming carbon-oxygen bonds.","c__Ligases forming aminoacyl-tRNA and related compounds.","o__EC:6.1.1.4"
"EC:6.3.4.19","EC:6.3.4.19",79,0,0.0128001360304674,0.999848201774234,0.0264011304956174,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.19"
"EC:6.3.2.9","EC:6.3.2.9",79,0,0.0127995884559975,0.99989029840393,0.0263404088942046,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.9"
"EC:4.2.1.8","EC:4.2.1.8",0,0,NA,0,0.0263268087649246,"M597","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.8"
"EC:3.5.1.2","EC:3.5.1.2",0,0,NA,0,0.0263259339911188,"M598","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.2"
"EC:5.4.99.25","EC:5.4.99.25",79,0,0.0127981703751384,1,0.0262878539536963,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Transferring other groups.","o__EC:5.4.99.25"
"EC:3.5.1.118","EC:3.5.1.118",1,0,1.10380450775088,0,0.0262340128829341,"M60","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.118"
"EC:1.10.2.2","EC:1.10.2.2",11,0,0.00426996676101357,0,0.0262148949291483,"M2","k__Oxidoreductases.","p__Acting on diphenols and related substances as donors.","c__With a cytochrome as acceptor.","o__EC:1.10.2.2"
"EC:3.1.3.45","EC:3.1.3.45",16,803,0.00536582700202968,0,0.0262062272645714,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.45"
"EC:4.1.1.50","EC:4.1.1.50",1,0,0.0056261391563036,0,0.0260507482050448,"M3","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.50"
"EC:1.2.1.4","EC:1.2.1.4",0,0,NA,0,0.0260026673624721,"M599","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.4"
"EC:6.3.2.1","EC:6.3.2.1",79,0,0.012814922980892,0.998705452306265,0.025987520380802,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Acid--amino-acid ligases (peptide synthases).","o__EC:6.3.2.1"
"EC:6.3.4.13","EC:6.3.4.13",79,0,0.0128170700968585,0.998540519270552,0.0258486366337357,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.13"
"EC:2.3.2.8","EC:2.3.2.8",12,173,0.00431855218687376,0,0.0258312432346015,"M2","k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.8"
"EC:6.3.3.1","EC:6.3.3.1",79,0,0.0128180612353207,0.998465165532422,0.0255949776317618,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Cyclo-ligases.","o__EC:6.3.3.1"
"EC:2.7.2.2","EC:2.7.2.2",0,0,NA,0,0.0255547681736769,"M600","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a carboxy group as acceptor.","o__EC:2.7.2.2"
"EC:2.7.1.5","EC:2.7.1.5",1,0,0.00431925342555212,0,0.0253132167716303,"M4","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.5"
"EC:3.4.24.84","EC:3.4.24.84",0,0,NA,0,0.0252514423875584,"M601","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metalloendopeptidases.","o__EC:3.4.24.84"
"EC:2.4.2.2","EC:2.4.2.2",0,0,NA,0,0.0251523618656413,"M602","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.2"
"EC:3.4.13.9","EC:3.4.13.9",0,0,NA,0,0.0249975983284978,"M603","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Dipeptidases.","o__EC:3.4.13.9"
"EC:4.3.1.7","EC:4.3.1.7",0,0,NA,0,0.0248048217892617,"M604","k__Lyases.","p__Carbon-nitrogen lyases.","c__Ammonia-lyases.","o__EC:4.3.1.7"
"EC:6.3.4.21","EC:6.3.4.21",79,0,0.0128306648069338,0.997494749248962,0.024782137371096,"M1","k__Ligases.","p__Forming carbon-nitrogen bonds.","c__Other carbon--nitrogen ligases.","o__EC:6.3.4.21"
"EC:2.3.1.41","EC:2.3.1.41",5,0,0.00336668254048384,0,0.0247342079952251,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.41"
"EC:1.3.1.86","EC:1.3.1.86",0,0,NA,0,0.0247204931467832,"M605","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.86"
"EC:1.12.99.6","EC:1.12.99.6",0,0,NA,0,0.0245884215340535,"M606","k__Oxidoreductases.","p__Acting on hydrogen as donors.","c__With other acceptors.","o__EC:1.12.99.6"
