SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
NRCS396	396	No	No	SHI-0396	QPP529	CA	CA3	CA3_10.fert.rain	10.fert.rain	V-8	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Wheat | Fallow	2		3/31/2015			11/15/2014	6/17/2015									11/14/2016	3/30/2017	3/30/2017	19	29	47.95	Wheat		Conventional Till							Synthetic								None							30.19	silty clay loam	17.74	49.99	32.28	0.28	96.49	4.63	5.5	3.18	18.14	2.57	13.32	0.32	17.34	423.93	22.5	6.85	100	4.09	100	278.57	100	1719.52	2.05	9.35	0.5	100	57.33	119	93232.11	2802.8	5.66E+08	48	0.5	1	Csa
NRCS397	397	No	No	SHI-0397	QPP523	CA	CA3	CA3_4.no_fert.sup_irr	4.no_fert.sup_irr	VI-1	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Fallow | Wheat	2		3/31/2015							11/22/2015	6/20/2016							3/30/2017	0	29	28.9	Wheat		Conventional Till							None								None							28.75	clay loam	26	45.41	28.59	0.25	91.04	1.4	3.85	2.68	7.06	1.91	9.17	0.22	10.38	323.26	10.41	7.18	100	6.26	100	256.82	100	1472.59	0.67	7.83	0.39	100	53.19	100	48647.91	2406.5	5.68E+08	29	0.5	1	Csa
NRCS398	398	No	No	SHI-0398	QPP524	CA	CA3	CA3_10.rain	10.rain	VI-2	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Wheat | Fallow	2		3/31/2015			11/15/2014	6/17/2015									11/14/2016	3/30/2017	3/30/2017	19	29	47.95	Wheat		Conventional Till							None								None							28.62	clay loam	26.36	45.06	28.59	0.26	94.21	1.58	3.93	2.77	8.59	1.79	8.54	0.21	9.96	340.61	12.06	7.21	96.94	5.09	100	243.39	100	1540.09	0.51	5.11	0.36	100	53.42	78	50407.35	2147.7	6.25E+08	48	0.5	1	Csa
NRCS399	399	No	No	SHI-0399	QPP526	CA	CA3	CA3_3.fert.full_irr	3.fert.full_irr	VI-3	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2		3/31/2015					11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/27/2016	11/20/2016	3/30/2017	3/30/2017	48	39	86.85	Tomato		Conventional Till							Synthetic								None							29.31	clay loam	21.54	46.07	32.39	0.26	94.22	5.75	6.18	3.32	22.35	2.68	14.19	0.4	25.56	434.34	24.09	7.07	100	21.95	92.83	290.81	100	1582.34	0.55	7.89	0.67	100	57.94	206	77958.71	3475.4	9.34E+08	87	3	1	Csa
NRCS400	400	No	No	SHI-0400	QPP538	CA	CA3	CA3_3.org.full_irr	3.org.full_irr	VI-4	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2		3/31/2015					11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/30/2016	11/20/2016	3/30/2017	3/30/2017	48	40	87.26	Tomato		Conventional Till							Organic								None							29.44	clay loam	20.49	46.52	32.99	0.27	94.91	8.6	8.23	3.49	28.44	3.26	18.99	0.4	25.33	503.77	36.09	6.82	100	211.53	0	330.95	100	1524.03	0.52	6.55	1.19	100	51.2	208	108014.45	3307.2	8.20E+08	87	3	1	Csa
NRCS401	401	No	No	SHI-0401	QPP540	CA	CA3	CA3_8.org.full_irr	8.org.full_irr	VI-5	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Tomato | Corn	2		3/31/2015					11/9/2014	2/25/2015	4/23/2015	8/20/2015	11/12/2015	2/29/2016	4/8/2016	9/16/2016	11/20/2016	3/30/2017	3/30/2017	48	38	85.89	Corn		Conventional Till							Organic								None							29.06	clay loam	21.56	46.15	32.29	0.25	92.44	13.65	13.06	3.74	38.51	3.72	23.37	0.64	55.56	550.63	45.15	6.9	100	343.58	0	424.27	100	1503.7	0.52	9.41	1.81	100	56.81	267	95496.62	5202.5	1.37E+09	86	3	1	Csa
NRCS402	402	No	No	SHI-0402	QPP542	CA	CA3	CA3_12.fert.full_irr	12.fert.full_irr	VI-6	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Wheat | Tomato	2		3/31/2015			11/15/2014	6/17/2015							4/27/2016	8/25/2016	11/14/2016	3/30/2017	3/30/2017	19	46	64.38	Wheat		Conventional Till							Synthetic								None							30.59	silty clay loam	16.66	50.57	32.77	0.27	95.83	4.71	5.54	2.88	10.66	1.94	9.34	0.2	9.24	354.5	13.51	7.02	100	6.75	100	226.44	100	1691.28	0.67	6.11	0.52	100	54.41	106	51888.14	3807.6	1.00E+09	64	1	1	Csa
NRCS403	403	No	No	SHI-0403	QPP543	CA	CA3	CA3_3.fert.full_irr	3.fert.full_irr	VI-7	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2		3/31/2015					11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/28/2016	11/20/2016	3/30/2017	3/30/2017	48	39	86.99	Tomato		Conventional Till							Synthetic								None							30.57	silty clay loam	15.15	50.34	34.51	0.27	94.78	12.96	12.3	3.47	27.8	2.45	12.53	0.52	39.21	455.17	27.45	6.91	100	18.99	100	287.87	100	1782.27	0.53	8.18	0.7	100	61.41	240	101012	1646.5	3.84E+08	87	3	1	Csa
NRCS404	404	No	No	SHI-0404	QPP545	CA	CA3	CA3_3.org.full_irr	3.org.full_irr	VI-8	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2		3/31/2015					11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/30/2016	11/20/2016	3/30/2017	3/30/2017	48	40	87.26	Tomato		Conventional Till							Organic								None							30.37	silty clay loam	14.98	50.72	34.3	0.26	94.09	11.86	11.16	3.87	44.39	2.99	16.64	0.52	39.66	486.26	32.86	7.11	100	261.26	0	358.56	100	1599.2	0.44	6.65	1.21	100	53.88	192	95158.43	10602.6	2.29E+09	87	3	1	Csa
NRCS405	405	No	No	SHI-0405	QPP547	CA	CA3	CA3_8a.fert.full_irr	8a.fert.full_irr	VI-9	4/4/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Tomato | Corn	2		4/5/2015					11/9/2014	2/25/2015	4/23/2015	8/20/2015	11/12/2015	2/29/2016	4/8/2016	9/16/2016	11/20/2016	4/4/2017	4/4/2017	48	38	86.58	Corn		Conventional Till							Synthetic								None							30.56	silty clay loam	15.45	49.99	34.56	0.27	95.44	12.2	11.5	3.37	24.31	2.23	11.08	0.44	29.26	331.17	11.14	7.19	100	10.3	100	255.68	100	1733.95	0.51	6.19	0.58	100	58.27	178	87834.43	4091	1.01E+09	87	3	1	Csa
NRCS406	406	No	No	SHI-0406	QPP525	CA	CA3	CA3_10.fert.rain	10.fert.rain	VII-2	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Wheat | Fallow	2		3/31/2015			11/15/2014	6/17/2015									11/14/2016	3/30/2017	3/30/2017	19	29	47.95	Wheat		Conventional Till							Synthetic								None							29.02	clay loam	23.87	46.55	29.58	0.26	94.28	1.17	3.75	2.97	12.66	2.29	11.45	0.25	12.43	387.48	17.42	6.4	100	3.94	100	266.3	100	1520.2	1.92	9.26	0.44	100	55.2	105	61463.43	3126.6	7.63E+08	48	0.5	1	Csa
NRCS407	407	No	No	SHI-0407	QPP527	CA	CA3	CA3_5.no_fert.rain	5.no_fert.rain	VII-3	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Fallow | Wheat	2		3/31/2015					11/9/2014	2/25/2015	11/22/2015	6/20/2016					11/20/2016	3/30/2017	3/30/2017	33	29	61.51	Wheat		Conventional Till							None								None							29.23	clay loam	22.51	47.61	29.88	0.27	95.33	3.13	4.68	3.11	16.23	2.71	14.35	0.28	13.95	451.7	26.88	6.99	100	5.87	100	306.2	100	1580.8	0.66	8.32	0.41	100	57.14	151	79079.77	6408.8	1.56E+09	62	2.5	1	Csa
NRCS408	408	No	No	SHI-0408	QPP539	CA	CA3	CA3_3.org.full_irr	3.org.full_irr	VII-4	3/30/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2		3/31/2015					11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/25/2016	11/20/2016	3/30/2017	3/30/2017	48	39	86.58	Tomato		Conventional Till							Organic								None							29.52	silty clay loam	19.64	47.44	32.91	0.27	94.97	8.04	7.8	3.65	34.79	3.36	19.89	0.53	41.03	496.82	34.79	7.05	100	162.68	0	372.94	100	1511.22	0.53	7.79	1.18	100	53.33	240	99064.22	8552.3	1.87E+09	87	3	1	Csa
NRCS409	409	No	No	SHI-0409	QPP541	CA	CA3	CA3_2a.fert.full_irr	2a.fert.full_irr	VII-5	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Alfalfa | Tomato	2		3/31/2015							3/31/2015	2/27/2016			4/27/2016	8/28/2016			3/30/2017	0	62	62.47	Tomato		Conventional Till							Synthetic								None							30.18	silty clay loam	18.25	48.83	32.93	0.27	95.14	10.76	10.1	3.01	13.61	2.17	10.72	0.29	15.14	344.09	12.41	7.02	100	10.7	100	235.8	100	1737.42	0.78	5.89	0.47	100	55.71	163	50086.61	2289.6	6.01E+08	62	1	1	Csa
NRCS410	410	No	No	SHI-0410	QPP544	CA	CA3	CA3_1.fert.full_irr	1.fert.full_irr	VII-6	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Tomato | Alfalfa	2		3/31/2015							4/23/2015	8/20/2015			10/20/2015	3/30/2017			3/30/2017	0	88	88.49	Alfalfa		Conventional Till							Synthetic								None							30.36	silty clay loam	17.01	48.6	34.39	0.27	95.42	10.67	10.02	3.15	17.12	1.88	9.03	0.33	18.71	306.17	8.95	7.3	92.56	3.88	100	202.1	100	1758.33	0.6	4.43	0.4	100	55.18	130		1943.6	5.12E+08	88	1	1	Csa
NRCS411	411	No	No	SHI-0411	QPP546	CA	CA3	CA3_7.fert.full_irr	7.fert.full_irr	VII-8	3/30/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Tomato | Corn	2		3/31/2015							4/23/2015	8/20/2015			4/8/2016	9/16/2016			3/30/2017	0	38	38.36	Corn		Conventional Till							Synthetic								None							30.38	silty clay loam	17.23	49.23	33.54	0.27	95.89	6.42	6.62	3.03	14.12	1.79	8.52	0.27	13.28	327.72	10.82	7.34	87.91	13.53	100	232.46	100	1715.26	0.49	4.13	0.47	100	53.71	108	44676.04	3354.4	7.97E+08	38	1	1	Csa
NRCS412	412	No	No	SHI-0412	QPP548	CA	CA3	CA3_9.fert.full_irr	9.fert.full_irr	VII-9	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Tomato | Wheat	2		4/5/2015							4/23/2015	8/20/2015			11/22/2015	6/20/2016			4/4/2017	0	45	45.21	Wheat		Conventional Till							Synthetic								None							30.15	silty clay loam	18.63	47.24	34.14	0.28	96.93	4.41	5.37	2.93	11.65	2.05	9.99	0.27	13.53	281.2	7.09	7.02	100	6.53	100	223.86	100	1648.53	0.77	4.56	0.5	100	54.46	101	41079.29	3710	9.54E+08	45	1	1	Csa
NRCS413	413	No	No	SHI-0413	QPP549	CA	CA3	CA3_11.rain	11.rain	VIII-1	4/4/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Wheat | Fallow	2		4/5/2015			11/15/2014	6/17/2015					11/12/2015	2/29/2016			11/14/2016	4/4/2017	4/4/2017	34	29	63.56	Wheat		Conventional Till															None							29.53	clay loam	21.77	47.86	30.37	0.31	98.88	5.04	5.74	2.86	10.26	2.4	12.14	0.26	12.78	343.23	12.33	7.01	100	3.67	100	254.09	100	1514.52	0.98	7.02	0.4	100	55.21	126		4865.1	1.34E+09	64	2.5	1	Csa
NRCS414	414	No	No	SHI-0414	QPP550	CA	CA3	CA3_4a.fert.rain	4a.fert.rain	VIII-2	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Fallow | Wheat	2		4/5/2015							11/22/2015	6/20/2016							4/4/2017	0	29	28.9	Wheat		Conventional Till							Synthetic								None							29.62	clay loam	21.47	48.12	30.41	0.26	93.77	2.43	4.32	2.81	9.37	2.23	11.08	0.27	13.79	218.55	3.74	6.93	100	4.04	100	261.6	100	1665.1	0.63	6.87	0.45	100	53.61	106	55318.46	2318	6.32E+08	29	0.5	1	Csa
NRCS415	415	No	No	SHI-0415	QPP551	CA	CA3	CA3_4.no_fert.rain	4.no_fert.rain	VIII-3	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Fallow | Wheat	2		4/5/2015							11/22/2015	6/20/2016							4/4/2017	0	29	28.9	Wheat		Conventional Till							None								None							29.77	clay loam	20.81	47.82	31.37	0.25	92.77	3.09	4.65	2.8	9.14	2.09	10.21	0.25	12.05	276.46	6.78	7.09	100	6.98	100	289.18	100	1658.16	0.49	5.01	0.35	100	53.56	101		4365.8	1.16E+09	29	0.5	1	Csa
NRCS416	416	No	No	SHI-0416	QPP552	CA	CA3	CA3_4a.fert.rain	4a.fert.rain	VIII-4	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Fallow | Wheat	2		4/5/2015							11/22/2015	6/20/2016							4/4/2017	0	29	28.9	Wheat		Conventional Till							Synthetic								None							29.6	clay loam	21.23	47.07	31.7	0.25	90.69	2.19	4.21	2.93	11.69	2.15	10.59	0.26	12.53	285.8	7.41	6.91	100	4.44	100	271.49	100	1650.74	0.55	6.04	0.49	100	53.71	99	50306.52	2072.1	6.20E+08	29	0.5	1	Csa
NRCS417	417	No	No	SHI-0417	QPP553	CA	CA3	CA3_10.fert.sup_irr	10.fert.sup_irr	VIII-5	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Wheat | Fallow	2		4/5/2015			11/15/2014	6/17/2015									11/14/2016	4/4/2017	4/4/2017	19	29	48.63	Wheat		Conventional Till							Synthetic								None							28.54	clay loam	25.9	43.36	30.75	0.26	93.68	4.48	5.41	3.08	15.3	2.75	14.66	0.33	18.71	399.73	19.04	6.85	100	5.21	100	321.22	100	1503.56	0.88	9.25	0.48	100	56.68	148	69134.92	4702.4	1.14E+09	49	0.5	1	Csa
NRCS418	418	No	No	SHI-0418	QPP554	CA	CA3	CA3_6.rain	6.rain	VIII-6	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Restored Prairie	1		4/4/2016							4/4/2016	4/4/2017							4/4/2017	0	100	100	Restored Prairie		Conventional Till							None								None							29.43	clay loam	21.92	44.8	33.28	0.24	89.77	4.22	5.26	2.97	12.69	2.14	10.49	0.36	20.81	297	8.23	7.37	84.51	5.3	100	292.68	100	1603.92	0.56	5.29	0.36	100	53.18	133		1701.3	4.58E+08	100	3	1	Csa
NRCS419	419	No	No	SHI-0419	QPP555	CA	CA3	CA3_4.no_fert.sup_irr	4.no_fert.sup_irr	VIII-7	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Fallow | Wheat	2		4/5/2015							11/22/2015	6/20/2016							4/4/2017	0	29	28.9	Wheat		Conventional Till							None								None							28.52	clay loam	26.99	43.84	29.17	0.23	85.92	3.29	4.76	2.71	7.65	2.17	10.7	0.28	14.16	267.12	6.19	7.09	100	5.92	100	276.71	100	1551.84	0.59	5.69	0.36	100	52.94	93		2449.7	5.81E+08	29	0.5	1	Csa
NRCS420	420	No	No	SHI-0420	QPP556	CA	CA3	CA3_8.org.full_irr	8.org.full_irr	VIII-8	4/4/2017		38.548	-121.805	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Tomato | Corn	2		4/5/2015					11/9/2014	2/25/2015	4/23/2015	8/20/2015	11/12/2015	2/29/2016	4/8/2016	9/16/2016	11/20/2016	4/4/2017	4/4/2017	48	38	86.58	Corn		Conventional Till							Organic								None							28.74	clay loam	24.09	44.3	31.61	0.27	95.52	6.88	6.95	3.38	24.48	3.9	25.25	0.61	51.99	418.41	21.68	7.13	100	239.7	0	379.64	100	1404.1	0.5	8.9	1.18	100	52.59	216		9989.8	2.18E+09	87	3	1	Csa
NRCS421	421	No	No	SHI-0421	QPP557	CA	CA3	CA3_2.fert.full_irr	2.fert.full_irr	VIII-9	4/4/2017		38.548	-121.805	0	15	cropland.annual	None	None | None	Corn | Tomato	2		4/5/2015							4/12/2015	9/24/2015			4/27/2016	8/25/2016			4/4/2017	0	39	39.04	Tomato		Conventional Till							Synthetic															27.86	clay loam	30.19	40.58	29.23	0.25	90.83	2.59	4.4	2.69	7.35	1.78	8.46	0.22	10.56	278.32	6.9	7.5	61.25	14.4	100	215.29	100	1585.53	0.43	4.65	0.53	100	48.97	102	39401.64	1257.2	3.95E+08	39	1	1	Csa
NRCS422	422	Yes	Yes	SHI-0422	QPP678	MS	MS1	MS1_1	1	MS-000-SHAI-NPK-05162017	5/16/2017		31.901	-91.151	0	15	cropland.annual																																																	33.07	silt loam	1.89	82.71	15.39	0.36	99.92	18.96	25.18	3.95	85.5	6.85	43.76	0.81	75.59	747.33	90.94	7.08	100	513.48	0	215.76	100	179.1	2.42	19.17	5.82	100	72.09	111	102466.75	10859.2	2.00E+09				Cfa
NRCS423	423	Yes	Yes	SHI-0423	QPP675	MS	MS1	MS1_2	2	MS-000-SHAI-CowM-05162017	5/16/2017		31.901	-91.151	0	15	cropland.annual																																																	29.28	silt loam	13.71	72.22	14.07	0.31	99.05	60.13	94.72	6.21	99.98	14.66	98.09	1.42	99.69	838.05	96.62	7.28	100	874.43	0	205.85	100	278.27	2.07	34.79	11.2	100	88.82	171	194986.62	23498.9	4.52E+09				Cfa
NRCS424	424	Yes	Yes	SHI-0424	QPP676	MS	MS1	MS1_3	3	MS-000-SHAI-PoultryM-05162017	5/16/2017		31.901	-91.151	0	15	cropland.annual																																																	29.27	silt loam	8.18	77.27	14.55	0.31	98.96	67.36	97.83	8.22	100	19.27	99.97	1.44	99.74	867.71	97.66	7.05	100	12012.67	0	256.34	100	384.53	2.33	31.63	23.62	100	89.42	201	204410.62	30102.5	7.80E+09				Cfa
NRCS425	425	Yes	Yes	SHI-0425	QPP677	MS	MS1	MS1_4	4	MS-000-SHAI-CowPouM-05162017	5/16/2017		31.901	-91.151	0	15	cropland.annual																																																	28.52	silt loam	14.45	72.49	13.06	0.28	96.8	76.85	99.46	7.24	100	16.39	99.49	1.38	99.51	961.92	99.37	7.24	100	7642.87	0	241.51	100	393.07	2.18	33.65	21.89	100	89.46	140	205300.9	22697.8	5.57E+09				Cfa
#N/A	426	Yes	Yes	SHI-0426	RR150	NV				7DEF_BLK_0_5	8/17/2017		39.455	-118.778	0	5	cropland.annual	None	None | None | None	Wheat | Sunflower | Fallow																						Fallow	Sunflower	No Till/ Direct Seed																						18.5	sandy loam	78.77	10.02	11.22	0.09	29.61	30.31	33.67	1.25	17.27	2.93	10.08	0.95	87.58	378.82	36.1	7.56	86.53	93.3	1.23	311.58	100	244.92	1.2	17.6	0.17	56	45.81	157	49381.75						BWk
#N/A	427	Yes	Yes	SHI-0427	RR151	NV				7DEF_BLK_5_15	8/17/2017		39.455	-118.778	5	15	cropland.annual	None	None | None | None	Wheat | Sunflower | Fallow																						Fallow	Sunflower	No Till/ Direct Seed																						18.42	loamy sand	79.44	11.2	9.36	0.1	32.74	22.21	21.96	1.13	13.82	2.51	8.12	0.41	26.4	463.6	52.71	7.42	95.92	73.33	4.89	225.72	100	229.92	0.59	8.01	0.13	56	41.26	100	34415.19						BWk
#N/A	428	Yes	Yes	SHI-0428	RR152	NV				Sagouspe_Alfalfa_Bulk_0-5	8/17/2017		39.458	-118.776	0	5	cropland.perennial	perennial	None | None | None	Alfalfa | Alfalfa | Alfalfa																						Alfalfa	Alfalfa	No Till/ Direct Seed																						16.34	loamy sand	87.11	6.56	6.33	0.11	41.07	9.86	9.5	1.95	47.38	5.02	24.85	0.61	51.24	450.7	50.14	6.55	100	37.7	16.06	164.81	100	155.47	0.69	6.83	0.56	100	54.02	310	79281.4						BWk
#N/A	429	Yes	Yes	SHI-0429	RR153	NV				Sagouspe_Alfalfa_Bulk_5-15	8/17/2017		39.458	-118.776	5	15	cropland.perennial	perennial	None | None | None	Alfalfa | Alfalfa | Alfalfa																						Alfalfa	Alfalfa	No Till/ Direct Seed																						16.41	sand	88.87	6.34	4.78	0.09	30.25	13.07	12.08	1.19	15.61	3.19	11.47	0.38	23.41	426.74	45.37	6.75	100	23.28	71.49	165.54	100	151.13	0.83	6.17	0.53	100	50.97	121	66444.45						BWk
NRCS430	430	No	No	SHI-0430	QRR166	AK	AK1	AK1_T1	T1	PMC2017AK2170R1T1	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea	Conventional Till																						28.19	silt loam	23.47	61.7	14.83	0.39	99.98	6.39	8.58	4.56	95.81	18.87	99.95	0.28	14.48	738.29	90.11	6.12	92.71	4.11	100	96.49	100	209.04	21.39	4.31	0.73	100	80.16		45764.52	7570.8	2.00E+09	41	1	1	Dfc
NRCS431	431	No	No	SHI-0431	QRR167	AK	AK1	AK1_T2	T2	PMC2017AK2170R1T2	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat	Conventional Till																						29.35	silt loam	17.92	69.69	12.39	0.41	99.99	11.93	14.47	4.56	95.86	19	99.95	0.39	23.7	795.43	94.49	6.26	98.11	3.75	100	95.53	100	177.09	26.08	3.97	1.09	56	78.26		63473.1	4321.6	8.57E+08	41	1.67	1	Dfc
NRCS432	432	No	No	SHI-0432	QRR168	AK	AK1	AK1_T3	T3	PMC2017AK2170R1T3	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Conventional Till																						29.44	silt loam	14.73	69.67	15.6	0.4	99.99	8.72	10.79	5.56	99.77	21.73	100	0.35	20.54	756.15	91.69	6.04	85.83	5.84	100	70.02	95.44	210.59	27.41	4.63	1.02	56	76.01		59297.34	8699.1	2.34E+09	41	1.67	1	Dfc
NRCS433	433	No	No	SHI-0433	QRR169	AK	AK1	AK1_T4	T4	PMC2017AK2170R1T4	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						28.95	silt loam	19.35	67.1	13.55	0.38	99.97	5.42	7.76	4.74	97.36	18.24	99.9	0.46	32.42	807.93	95.2	6.07	88.93	6.77	100	90.3	100	157	23.87	4.05	0.63	100	82.15		61184.37	7505.6	1.76E+09	41	1.33	3	Dfc
NRCS434	434	No	No	SHI-0434	QRR170	AK	AK1	AK1_T5	T5	PMC2017AK2170R1T5	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						28.71	silt loam	21.1	65.63	13.27	0.4	99.99	5.89	8.15	4.51	95.37	17.24	99.75	0.36	20.88	761.5	92.13	6.23	97.49	4.92	100	63.88	89.19	147.57	33.59	4.14	0.57	56	75.9		53001.24	7906.1	1.82E+09	41	2.67	3	Dfc
NRCS435	435	No	No	SHI-0435	QRR171	AK	AK1	AK1_T6	T6	PMC2017AK2170R1T6	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						28.98	silt loam	19.61	65.75	14.64	0.4	99.99	6.49	8.66	4.59	96.11	17.26	99.76	0.4	24.8	756.15	91.69	6.24	97.72	5.18	100	63.2	88.49	149.93	32.1	4.42	0.49	56	76.32		61357.24	4645.3	8.90E+08	41	2.67	3	Dfc
