SampleID	sample_simple	PLFA_ID	Remove.SH	Remove.SHMI	Index	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper	Lower	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ	acidity	BSk	Cfa	Csa	Csb	Dfa	Dfb	Dfc	SH	SH_rating	SH_bin	SOM.pred	SOM.corr	SOM.resid	activeC.pred	activeC.corr	activeC.resid	resp.pred	resp.corr	resp.resid	qPCR.pred	qPCR.corr	qPCR.resid	agg_stab.pred	agg_stab.corr	agg_stab.resid	ace.pred	ace.corr	ace.resid	water_cap.pred	water_cap.corr	water_cap.resid	clay.bt	SOM.bt	activeC.bt	resp.bt	qPCR.bt	agg_stab.bt	ace.bt	water_cap.bt	root_bin	rich_bin	dist_bin	SHMI	SHMI_bin	SHMI2	SHMI2_rating	SHMI2_bin
NRCS18S-370	NRCS370	SHI-0370	No	No	370	QPP501	CA	CA3	CA3_10.rain	10.rain	I-8	42823	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Fallow	2	NA	3/30/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2016	3/29/2017	3/29/2017	18.49315068	29.31506849	47.80821918	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	31.38641958	silty clay loam	12.23963707	51.46546189	2.02919749	0.00625774	88.97496548	-1.503951712	5.074363741	-0.009048425	16.1104214	-2.380469002	8.364267537	-1.019991175	11.30859243	-0.663580971	10.56434876	0.192976207	100	3.510611825	100	254.8015379	100	1853.260228	0.747976925	5.476719575	0.28572655	100	54.03969593	95	-0.850529103	3737.076577	-0.296811808	47.80821918	0.5	1	Csa	-0.192976207	0	0	1	0	0	0	0	-0.432448103	12.82467532	very low	0.270386408	2.753258036	-0.279434832	-0.068204262	334.4009508	-0.595376709	-0.238302494	0.265132336	-0.78168868	-0.4657396	1468058451	0.168927792	-0.921064067	9.247813841	-0.582887644	-1.562309999	2.958309795	-0.818159003	0.249602335	0.217998515	-0.243344595	36.29490104	3.109063171	324.9931167	0.236916297	1.03E+09	3.883971668	1.757062347	0.239637859	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-371	NRCS371	SHI-0371	No	No	371	QPP500	CA	CA3	CA3_4a.fert.rain	4a.fert.rain	I-9	42823	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Fallow | Wheat	2	NA	3/30/2015	NA	NA	NA	NA	NA	NA	11/22/2015	6/20/2016	NA	NA	NA	NA	NA	NA	3/29/2017	0	28.90410959	28.90410959	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	31.40465628	silty clay loam	11.66225177	58.31125885	1.270993741	0.379834095	96.29673051	-1.572984647	4.930050101	0.118809503	21.400995	-1.788806022	10.27393823	-1.019991175	11.30859243	-0.286495739	16.54437972	-0.008642708	100	3.579640061	100	276.753593	100	1873.808017	0.776626384	8.451736208	0.420747577	100	56.0754686	133	-0.34233705	3849.994076	-0.350195527	28.90410959	0.5	1	Csa	0.008642708	0	0	1	0	0	0	0	-0.112394655	38.31168831	low	0.029626187	3.244977639	0.089183317	-0.272230453	426.4428	-0.014265285	-0.622398233	0.316684478	-0.397592942	-0.475228194	1419835303	0.125032667	-0.97155476	9.099382966	-0.601429887	-1.274469484	3.344799447	-0.514336538	0.333257541	0.24332947	0.046576554	30.02648938	3.286673885	380.5344788	0.236916297	989000000	3.618191798	2.10171242	0.276103599	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-372	NRCS372	SHI-0372	No	No	372	QPP517	CA	CA3	CA3_3.org.full_irr	3.org.full_irr	II-2	42824	NA	38.547512	-121.80519	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2	NA	3/31/2015	NA	NA	NA	NA	11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/25/2016	11/20/2016	3/30/2017	3/30/2017	47.53424658	39.04109589	86.57534247	Tomato	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Organic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	29.40121754	silty clay loam	19.59949676	47.52509552	1.615588303	0.225930286	93.88783228	-0.61073846	8.580115525	0.509125145	44.12803496	-0.668526621	17.87222307	1.289906596	57.69883394	0.195606177	29.21587766	0.923479524	96.75149796	374.3923085	0	412.956188	100	1619.381098	0.654918493	11.09250395	1.653387544	100	54.81344154	253	0.853431602	10428.68198	0.915039025	86.57534247	3	1	Csa	-0.923479524	0	0	1	0	0	0	0	0.469269566	86.36363636	very high	0.139048836	3.653614851	0.370076309	-0.179502982	501.8959589	0.375109159	-0.4478313	0.789738505	1.737737896	-0.470915741	3706093484	1.385954766	-0.948607342	19.5564461	0.337868882	-1.405289566	6.257092587	0.736762945	0.295237247	0.232869295	-0.069306962	32.87540773	3.867048524	465.5821896	0.658258453	2.59E+09	9.025606042	3.139263381	0.260452663	0.353556143	1.184557507	-1.395507214	8	3	0.018553417	51.67910448	medium
NRCS18S-373	NRCS373	SHI-0373	No	No	373	QPP516	CA	CA3	CA3_3.org.full_irr	3.org.full_irr	II-3	42824	NA	38.547512	-121.80519	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Corn | Tomato	2	NA	3/31/2015	NA	NA	NA	NA	11/9/2014	2/25/2015	4/12/2015	9/24/2015	11/12/2015	2/29/2016	4/27/2016	8/30/2016	11/20/2016	3/30/2017	3/30/2017	47.53424658	39.7260274	87.26027397	Tomato	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Organic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	29.11814653	clay loam	21.82239173	47.97987138	1.291707202	0.293457938	95.04615375	-1.722724567	4.654310643	0.300940173	30.86395307	-0.804429009	16.47153394	0.726698072	39.47847023	0.350834371	34.79433492	0.63858323	100	281.5727876	0	320.0910257	100	1541.786815	0.952279203	7.81564493	1.245828453	100	52.13087566	212	0.60903506	8954.266886	0.909954954	87.26027397	3	1	Csa	-0.63858323	0	0	1	0	0	0	0	0.340353231	80.19480519	very high	0.036203545	3.496866063	0.264736628	-0.266656637	555.4650099	0.617491008	-0.611905074	0.671576663	1.338603147	-0.474968974	3703187690	1.384923928	-0.970175398	7.960798471	-0.752549169	-1.282333034	5.386673236	0.477904026	0.330972154	0.235693456	-0.037514216	30.19773689	3.550260708	496.8242058	0.519939058	2.58E+09	3.092580318	2.974216202	0.267207441	0.353556143	1.184557507	-1.395507214	8	3	0.018553417	51.67910448	medium
NRCS18S-374	NRCS374	SHI-0374	No	No	374	QPP515	CA	CA3	CA3_8a.fert.full_irr	8a.fert.full_irr	II-4	42824	NA	38.547512	-121.80519	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Tomato | Corn	2	NA	3/31/2015	NA	NA	NA	NA	11/9/2014	2/25/2015	4/23/2015	8/20/2015	11/12/2015	2/29/2016	4/8/2016	9/16/2016	11/20/2016	3/30/2017	3/30/2017	47.53424658	38.35616438	85.89041096	Corn	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	29.84727323	silty clay loam	19.34636402	48.99117276	1.468875049	0.382286183	96.32859345	-1.193478415	5.891341344	0.049499	18.39532657	-1.943096622	9.692131947	-0.224405191	19.54522144	-0.444205236	13.70160144	0.35660895	100	7.746705689	100	216.3915252	100	1722.24203	0.598964526	6.871584812	0.458965901	100	56.35542162	198	-0.096227185	6003.433398	0.444109414	85.89041096	3	1	Csa	-0.35660895	0	0	1	0	0	0	0	-0.10830979	39.28571429	low	0.09246147	3.062969072	-0.04296247	-0.218982273	390.4162079	-0.225222963	-0.522154245	0.43208643	0.297749055	-0.472751794	2593593531	0.916861209	-0.958377346	12.42085776	-0.235101068	-1.349592111	3.23668822	-0.593504511	0.311424621	0.245580405	0.070861562	31.66246322	3.189638495	356.2351329	0.342606501	1.81E+09	5.284749035	2.002114382	0.276360425	0.353556143	1.184557507	-1.395507214	8	3	0.018553417	51.67910448	medium
NRCS18S-375	NRCS375	SHI-0375	No	No	375	QPP514	CA	CA3	CA3_12.fert.full_irr	12.fert.full_irr	II-5	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Tomato	2	NA	3/31/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	4/27/2016	8/25/2016	11/14/2016	3/30/2017	3/30/2017	18.63013699	45.75342466	64.38356164	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	30.35581355	silty clay loam	17.29003948	48.82766514	1.737377687	0.288799718	94.9714413	-1.406593443	5.298895225	-0.047098855	14.746682	-2.197508247	8.869264199	-0.541090643	15.58487578	-0.891066033	8.112169313	1.011139922	93.85636836	9.006774107	100	225.6279439	100	1678.633384	0.708205038	6.277190631	0.525197817	100	54.14396962	137	-0.678642238	3855.097482	-0.322581862	64.38356164	1	1	Csa	-1.011139922	0	0	1	0	0	0	0	-0.384525456	15.74675325	very low	0.17772187	2.822984704	-0.224820724	-0.146730493	314.1957571	-0.74433554	-0.38613445	0.353501578	-0.154956193	-0.469391599	1443558270	0.146809738	-0.940497081	10.22896429	-0.466096362	-1.451525052	3.043468481	-0.745983195	0.281799809	0.239705304	0.006999909	33.88229538	3.057376131	295.486768	0.296500036	1.01E+09	4.285765693	1.853451242	0.266735906	-0.423108172	-0.736540295	-1.395507214	5	2	-0.627715734	22.20149254	low
NRCS18S-376	NRCS376	SHI-0376	No	No	376	QPP512	CA	CA3	CA3_4a.fert.rain	4a.fert.rain	II-6	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Fallow | Wheat	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	11/22/2015	6/20/2016	NA	NA	NA	NA	NA	NA	3/30/2017	0	28.90410959	28.90410959	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	31.16005015	silty clay loam	12.95524749	52.55708355	1.810601422	0.39254818	96.45982705	-1.376736846	5.373096764	0.085812982	19.9289678	-1.449950912	11.83493281	-0.844022303	12.67872035	-0.962312434	7.479829566	0.694101482	100	3.995317632	100	241.0121462	100	1826.304281	0.661508206	7.502026793	0.323434735	100	55.37553743	121	-0.254281229	4811.584083	-0.001000292	28.90410959	0.5	1	Csa	-0.694101482	0	0	1	0	0	0	0	-0.265878454	25.64935065	low	0.200973354	2.966250205	-0.115160372	-0.127026608	302.4640853	-0.835285826	-0.349040298	0.302861607	-0.494982004	-0.468475236	1842467510	0.467474944	-0.935620929	10.44949047	-0.441115918	-1.479323329	4.271442061	0.029372417	0.273720785	0.250087636	0.118827395	34.48766896	3.240254958	286.8084302	0.257486873	1.29E+09	4.41557563	2.350163481	0.277437837	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-377	NRCS377	SHI-0377	No	No	377	QPP510	CA	CA3	CA3_4.no_fert.sup_irr	4.no_fert.sup_irr	II-7	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Fallow | Wheat	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	11/22/2015	6/20/2016	NA	NA	NA	NA	NA	NA	3/30/2017	0	28.90410959	28.90410959	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	31.21503687	silty clay loam	13.48283767	53.56496922	1.624875976	0.103291233	91.3616323	-2.162000055	4.073627542	-0.124085613	12.26687922	-1.957695294	9.640576014	-0.927404038	12.0034869	-0.254013443	17.19996852	0.341998884	100	4.575303506	100	232.8959025	100	1732.552004	0.532033329	5.306836616	0.292925227	100	54.65461705	95	-0.539283753	2508.890213	-0.89776941	28.90410959	0.5	1	Csa	-0.341998884	0	0	1	0	0	0	0	-0.336696058	18.83116883	very low	0.141998046	2.770204502	-0.26608366	-0.177003748	415.3933607	-0.077009695	-0.443126291	0.30435511	-0.484277747	-0.47079951	932880021.6	-0.4269699	-0.947988853	5.180917018	-1.214011202	-1.408815489	3.296933665	-0.548879805	0.294212507	0.22237505	-0.190921273	32.9521931	2.95442623	385.7414815	0.24755625	652000000	1.898101898	1.993079532	0.248618756	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-379	NRCS379	SHI-0379	No	No	379	QPP509	CA	CA3	CA3_10.fert.rain	10.fert.rain	II-9	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Fallow	2	NA	3/31/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2016	3/30/2017	3/30/2017	18.63013699	29.31506849	47.94520548	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	31.42818246	silty clay loam	11.66719905	54.15341445	1.773312724	0.151721055	92.42496376	-1.753755398	4.602933397	0.088714348	20.05539613	-1.505060404	11.55024423	-0.385147956	17.40273825	-0.232601268	17.6461149	0.577220952	100	3.692807787	100	250.6009308	100	1810.04307	1.343138004	8.529596072	0.422878357	100	56.36823907	117	-0.274603789	4763.829855	-0.011227819	47.94520548	0.5	1	Csa	-0.577220952	0	0	1	0	0	0	0	-0.122982433	37.5	low	0.189132691	2.985843907	-0.100418343	-0.13706068	412.1851273	-0.095540588	-0.367930247	0.375992439	-0.01721771	-0.468941888	1828834076	0.457714069	-0.938104077	7.521264017	-0.815651322	-1.465167242	4.132076455	-0.039893162	0.277834974	0.227907099	-0.126113919	34.17938651	3.244320242	389.2128166	0.318489273	1.28E+09	2.991900913	2.30667702	0.253226297	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-380	NRCS380	SHI-0380	No	No	380	QPP513	CA	CA3	CA3_10.sup_irr	10.sup_irr	III-5	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Fallow	2	NA	3/31/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2016	3/30/2017	3/30/2017	18.63013699	29.31506849	47.94520548	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	29.01401325	clay loam	24.6001099	46.56449373	1.126923562	0.264805825	94.57450379	-1.688506557	4.713152157	-0.302545465	7.814004506	-1.939462453	9.705055398	-0.903291874	12.19377101	-0.962312434	7.479829566	0.832897112	100	4.306008816	100	205.2759172	100	1573.662161	0.753503503	6.566965409	0.454799191	100	53.64803164	90	-0.739586117	6149.325502	-1.376349691	47.94520548	0.5	1	Csa	-0.832897112	0	0	1	0	0	0	0	-0.451508447	11.52597403	very low	-0.016121896	2.744412861	-0.286423568	-0.310998515	326.6654466	-0.651313918	-0.695382232	0.345167838	-0.207909643	-0.47703117	651231927	-0.899318521	-0.981148755	8.28831238	-0.707357802	-1.219775433	3.075464503	-0.71968702	0.349153295	0.231545057	-0.084347471	28.83539637	2.7240753	286.8084302	0.250393571	4.53E+08	3.20679696	2.004373601	0.264320239	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-381	NRCS381	SHI-0381	No	No	381	QPP511	CA	CA3	CA3_6.rain	6.rain	III-6	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Restored Prairie	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	3/31/2015	3/30/2017	NA	NA	NA	NA	NA	NA	3/30/2017	0	100	100	Restored Prairie	NA	Conventional Till	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	29.5153993	clay loam	21.68855866	47.86187012	1.322168146	-9.10E-05	88.80710942	-0.855196287	7.21167295	-0.154921668	11.37372394	-1.645143264	10.88318719	-0.152101039	20.60660459	-1.173900944	5.909046907	0.523163706	100	4.702068025	100	265.6327567	100	1627.263235	0.782248642	6.505644274	0.375389226	100	54.4791345	159	-0.485064281	4031.79896	-1.417606955	100	1.5	1	Csa	-0.523163706	0	0	1	0	0	0	0	-0.345681422	18.18181818	very low	0.045876121	2.853996032	-0.200797789	-0.258459855	292.4885479	-0.915441088	-0.596473973	0.460557812	0.444372935	-0.474587768	629933300	-0.943019187	-0.968146927	16.43734166	0.11295064	-1.293897068	3.586416341	-0.351246196	0.327611294	0.211136053	-0.327702271	30.44957122	2.913798929	262.5090842	0.353955784	4.39E+08	7.256085458	2.201707338	0.239061693	1.130220458	0.224008606	-1.395507214	8	3	0.073472335	55.59701493	medium
NRCS18S-382	NRCS382	SHI-0382	No	No	382	QPP520	CA	CA3	CA3_10.fert.sup_irr	10.fert.sup_irr	IV-2	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Fallow	2	NA	3/31/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2016	3/30/2017	3/30/2017	18.63013699	29.31506849	47.94520548	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	27.61027114	loam	31.71959524	42.14695644	0.80010598	0.239802598	94.13909031	-1.483487278	6.656116754	-0.429985764	31.50512295	-1.435700729	7.499919481	-0.674259561	14.21347656	-0.200838444	28.41002621	-0.08169304	100	2.10476245	60.93334861	194.104219	100	1479.092233	0.770244962	8.105787816	0.401851908	100	54.33571009	112	-0.665082265	5503.436121	-0.747462303	47.94520548	0.5	1	Csa	0.08169304	0	0	1	0	0	0	0	-0.146524072	35.22727273	low	-0.119899639	2.714594831	-0.310086126	-0.398942351	466.0690018	0.198103907	-0.860943587	0.411538414	0.186684026	-0.481121152	1054159714	-0.266341152	-1.002912358	10.10290141	-0.480574919	-1.095704111	3.604096639	-0.339996618	0.385212194	0.226245758	-0.145409596	26.13344832	2.566575622	394.4198193	0.27876678	731000000	3.965758079	2.361619943	0.261826228	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-383	NRCS383	SHI-0383	No	No	383	QPP519	CA	CA3	CA3_9.fert.full_irr	9.fert.full_irr	IV-3	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Tomato | Wheat	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	4/23/2015	8/20/2015	NA	NA	11/22/2015	6/20/2016	NA	NA	3/30/2017	0	45.20547945	45.20547945	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	27.95769716	clay loam	29.75442912	42.54810258	0.989284017	0.240571991	94.15282286	-1.69421973	4.703164343	-0.338470634	7.109602215	-1.990909804	9.525379325	0.475174634	32.84481417	-0.808282451	8.923253464	0.751080741	100	4.228300042	100	184.1861691	100	1573.063113	0.832936118	6.195387178	0.477858455	100	55.72590364	104	-0.875564115	5161.916625	-1.065222322	45.20547945	1	1	Csa	-0.751080741	0	0	1	0	0	0	0	-0.333303191	19.15584416	very low	-0.059827994	2.754261768	-0.278642639	-0.348036148	353.8522321	-0.460246303	-0.765108559	0.644920672	1.240283193	-0.47875367	826263528.8	-0.586468652	-0.990314518	8.313780628	-0.703905212	-1.167522674	2.952288371	-0.82338713	0.364339536	0.22810995	-0.123767545	27.6974683	2.679090909	305.9007734	0.466739291	5.74E+08	3.187490611	1.972762952	0.261902621	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S-384	NRCS384	SHI-0384	No	No	384	QPP518	CA	CA3	CA3_8a.fert.full_irr	8a.fert.full_irr	IV-4	42824	NA	38.547512	-121.80519	0	15	cropland.annual	cover crop	"Vetch + Oats + Beans, Fava | Vetch + Oats + Beans, Fava"	Tomato | Corn	2	NA	3/31/2015	NA	NA	NA	NA	11/9/2014	2/25/2015	4/23/2015	8/20/2015	11/12/2015	2/29/2016	4/8/2016	9/16/2016	11/20/2016	3/30/2017	3/30/2017	47.53424658	38.35616438	85.89041096	Corn	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	28.26158843	clay loam	27.38413016	43.59553521	1.149293006	0.452037671	97.15518591	-1.098923522	6.207020553	-0.079821778	13.64791346	-1.424374592	11.97167982	0.790026348	41.30986965	-0.057950181	21.72824086	0.983380796	95.05415249	6.349252041	100	212.0796733	100	1540.35988	0.595404332	8.952721664	0.597635211	100	58.70740627	190	0.519868094	6347.069379	-0.449534092	85.89041096	3	1	Csa	-0.983380796	0	0	1	0	0	0	0	0.082176189	60.87662338	high	-0.009018697	3.025446233	-0.070803081	-0.304979088	475.7078748	0.247028907	-0.684050175	0.709851863	1.474076523	-0.476751226	1317996657	0.027217135	-0.979659117	13.65653455	-0.119264404	-1.228267652	3.843002854	-0.19610694	0.346685198	0.24881314	0.105352472	29.02033463	3.013352135	418.7191653	0.534125663	917000000	5.785131204	2.370788919	0.283766939	0.353556143	1.184557507	-1.395507214	8	3	0.018553417	51.67910448	medium
NRCS18S-385	NRCS385	SHI-0385	No	No	385	QPP534	CA	CA3	CA3_2.fert.full_irr	2.fert.full_irr	IV-5	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Corn | Tomato	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	4/12/2015	9/24/2015	NA	NA	4/27/2016	8/25/2016	NA	NA	3/30/2017	0	39.04109589	39.04109589	Tomato	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	28.66484529	clay loam	26.06480352	44.69303881	1.176123895	0.16109386	92.62083078	-1.209204267	5.842259956	-0.246037776	9.044258828	-2.512677631	8.037113783	-1.313836946	9.437026014	-1.035748086	6.885810724	1.452363925	39.849956	22.0958996	90.46560635	197.4705936	100	1634.837085	0.466752979	3.690836986	0.6673934	100	46.21828624	97	-1.077763945	5540.136031	-0.80253589	39.04109589	1	1	Csa	-1.452363925	0	0	1	0	0	0	0	-0.492723657	9.090909091	very low	-0.000498809	2.796406886	-0.245538967	-0.297759123	315.0311853	-0.737988963	-0.67045801	0.282795667	-0.643378936	-0.476415449	1007284223	-0.326120441	-0.977872381	12.45957029	-0.231331886	-1.238453591	2.497880026	-1.27422404	0.343724855	0.223075161	-0.182630995	29.24215767	2.795768911	278.1300923	0.205705766	701000000	5.205074194	1.692261573	0.254127825	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S-386	NRCS386	SHI-0386	No	No	386	QPP533	CA	CA3	CA3_10.fert.sup_irr	10.fert.sup_irr	IV-6	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Wheat | Fallow	2	NA	3/31/2015	NA	NA	11/15/2014	6/17/2015	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2016	3/30/2017	3/30/2017	18.63013699	29.31506849	47.94520548	Wheat	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	28.45113121	clay loam	26.91692619	44.68947198	1.073485737	0.327228345	95.56524708	-0.974795176	6.680872492	-0.199471456	10.17881118	-1.670527839	10.77034102	-0.332031917	18.07895365	-0.527142308	12.41327257	0.458879414	100	3.050447235	87.41252258	212.9656359	100	1547.447698	2.091589841	8.222030988	0.457222923	100	54.11000206	108	-0.38164583	8950.183966	0.179574823	47.94520548	0.5	1	Csa	-0.458879414	0	0	1	0	0	0	0	-0.112954315	38.14935065	low	-0.033090557	2.898789354	-0.166380899	-0.32537818	394.2670874	-0.201764128	-0.722453109	0.449899736	0.390421192	-0.477699922	2128728084	0.657274745	-0.984707314	15.15131682	0.009912137	-1.199488576	3.406369391	-0.471039263	0.355049273	0.236561308	-0.027820928	28.39360182	2.855714286	344.0854599	0.326291905	1.48E+09	6.500223515	2.183496709	0.270650918	-1.199772487	-1.697089196	-1.395507214	3	1	-1.076868141	5.223880597	very low
NRCS18S-387	NRCS387	SHI-0387	No	No	387	QPP530	CA	CA3	CA3_1.fert.full_irr	1.fert.full_irr	IV-7	42824	NA	38.547512	-121.80519	0	15	cropland.annual	None	None | None	Tomato | Alfalfa	2	NA	3/31/2015	NA	NA	NA	NA	NA	NA	4/23/2015	8/20/2015	NA	NA	10/20/2015	3/30/2017	NA	NA	3/30/2017	0	88.49315068	88.49315068	Alfalfa	NA	Conventional Till	NA	NA	NA	NA	NA	NA	Synthetic	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	28.19866684	clay loam	29.14237484	42.68327628	1.046965716	0.422020446	96.81805217	-1.015374959	6.517937497	-0.497698159	4.618021016	-2.425210384	8.250249617	-1.189288568	10.17302158	-0.689247055	10.25077416	0.507092633	100	2.989030658	85.69285841	166.9113307	100	1694.772167	0.633361799	4.20967926	0.431656647	100	52.23209145	90	-1.004390905	6663.676438	-1.259822596	88.49315068	1	1	Csa	-0.507092633	0	0	1	0	0	0	0	-0.437730892	12.17532468	very low	-0.041511732	2.534908893	-0.456186427	-0.332514492	369.5143737	-0.356732563	-0.735887792	0.308698676	-0.453400775	-0.478031808	712153063.7	-0.781790788	-0.986473348	14.68877224	-0.02890161	-1.189420654	2.532153062	-1.23578973	0.357975317	0.244946508	0.064045129	28.17434887	2.485231788	321.5217815	0.218473711	495000000	6.258914602	1.734698623	0.280555556	0.353556143	-0.736540295	-1.395507214	6	2	-0.375680071	29.6641791	low
